concept,prop_s,label,prob,prob_control,prob_norm
pelican,-,pos,5.915994734095875e-06,1.1757822903746273e-05,-5.841828169650398e-06
lobster,-,neg,8.968446309154388e-06,2.3381964638247155e-05,-1.4413518329092767e-05
pear,-,neg,3.645355536718853e-05,1.906847501231823e-05,1.7385080354870297e-05
civet,-,pos,5.915994734095875e-06,1.1757822903746273e-05,-5.841828169650398e-06
coal,-,pos,1.2722794963337947e-05,2.557389780122321e-05,-1.2851102837885264e-05
alligator,-,neg,1.1498275398480473e-07,1.928483243318624e-06,-1.8135004893338191e-06
ring,-,pos,0.0002960985293611884,3.8525515265064314e-05,0.0002575730140961241
dog,-,pos,4.5931083150207996e-05,0.00020717474399134517,-0.00016124366084113717
rhagoletis,-,pos,5.915994734095875e-06,1.1757822903746273e-05,-5.841828169650398e-06
cucumber,-,neg,5.915994734095875e-06,1.1757822903746273e-05,-5.841828169650398e-06
zebra,-,pos,1.2909667930216528e-06,8.91282888915157e-06,-7.621862096129917e-06
frogmouth,-,neg,5.915994734095875e-06,1.1757822903746273e-05,-5.841828169650398e-06
pipefish,-,pos,5.915994734095875e-06,1.1757822903746273e-05,-5.841828169650398e-06
carnation,-,neg,5.915994734095875e-06,1.1757822903746273e-05,-5.841828169650398e-06
bear,-,pos,1.2106231224606745e-05,7.679042755626142e-05,-6.468419633165468e-05
lark,-,neg,3.7245656585582765e-06,7.0296400735969655e-06,-3.305074415038689e-06
gorilla,-,pos,1.5990758583939169e-07,4.700611043517711e-06,-4.540703457678319e-06
milk,-,neg,3.412806472624652e-05,4.374829586595297e-05,-9.620231139706448e-06
aubergine,-,pos,5.915994734095875e-06,1.1757822903746273e-05,-5.841828169650398e-06
pot,-,pos,4.484127202886157e-06,1.0486186511116102e-05,-6.002059308229946e-06
magpie,-,pos,5.915994734095875e-06,1.1757822903746273e-05,-5.841828169650398e-06
apple,-,neg,3.054673697988619e-06,3.9819584344513714e-05,-3.6764910646525095e-05
sun,-,neg,1.6637308362987824e-05,0.00022236243239603937,-0.00020572512403305154
brick,-,neg,7.112252205843106e-06,5.1830869779223576e-05,-4.471861757338047e-05
calf,-,pos,6.768592720618472e-05,4.2833446059376e-05,2.4852481146808714e-05
leopard,-,pos,5.1225411880295724e-05,9.709575351735111e-06,4.151583652856061e-05
pansy,-,neg,5.915994734095875e-06,1.1757822903746273e-05,-5.841828169650398e-06
starling,-,pos,5.915994734095875e-06,1.1757822903746273e-05,-5.841828169650398e-06
penguin,-,pos,9.291849892179016e-06,4.629900649888441e-05,-3.7007156606705394e-05
nightmare,-,pos,7.349283919211302e-07,2.972866013806197e-06,-2.2379376218850666e-06
cider,-,neg,5.915994734095875e-06,1.1757822903746273e-05,-5.841828169650398e-06
rain,-,neg,6.565473995578941e-06,0.00011154873936902732,-0.00010498326537344838
bra,-,pos,3.1525847589364275e-05,7.868889952078462e-06,2.3656957637285814e-05
pyramid,-,neg,1.2626379657376674e-06,5.8016164985019714e-05,-5.6753527019282046e-05
raisin,-,pos,5.915994734095875e-06,1.1757822903746273e-05,-5.841828169650398e-06
buttercup,-,neg,5.915994734095875e-06,1.1757822903746273e-05,-5.841828169650398e-06
bird,-,pos,0.0017017467180266976,0.002163879107683897,-0.0004621323896571994
corn,-,neg,2.6424704628880136e-06,4.495107350521721e-05,-4.2308603042329196e-05
housefly,-,pos,5.915994734095875e-06,1.1757822903746273e-05,-5.841828169650398e-06
coffee,-,pos,2.0690464225481264e-05,2.526919161027763e-05,-4.578727384796366e-06
crow,-,pos,4.1991595935542136e-05,0.00013564097753260285,-9.364938159706071e-05
jean,-,pos,1.134658305090852e-06,1.4355249504660605e-06,-3.0086664537520846e-07
oven,-,pos,7.933109458235776e-08,1.1938130228372756e-05,-1.1858799133790399e-05
crocodile,-,pos,8.270496323348198e-07,1.7229151126230136e-05,-1.6402101493895316e-05
cow,-,pos,3.675977495731786e-06,5.062108539277688e-05,-4.694510789704509e-05
rabbit,-,pos,4.64369691144384e-07,1.0098566235683393e-05,-9.634196544539009e-06
flower,-,neg,0.002308804541826248,0.0004035864840261638,0.0019052180578000844
potoroo,-,pos,5.915994734095875e-06,1.1757822903746273e-05,-5.841828169650398e-06
stocking,-,pos,5.915994734095875e-06,1.1757822903746273e-05,-5.841828169650398e-06
