concept,prop_s,label,prob,prob_control,prob_norm
cactus,yellow,neg,1.5254443496814929e-05,0.00015979587624315172,-0.0001445414327463368
orange,yellow,neg,1.787431574484799e-05,9.542820407659747e-06,8.331495337188244e-06
peacock,yellow,neg,1.1085461665061302e-05,3.0437427085416857e-06,8.041718956519617e-06
crassula,yellow,neg,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
orchid,yellow,pos,9.482802738602913e-07,0.00012374379730317742,-0.00012279551702931712
water,yellow,neg,0.0004857090243604034,0.00029756230651400983,0.00018814671784639359
fir,yellow,neg,1.8486592523458967e-07,0.00010418200690764934,-0.00010399714098241475
pansy,yellow,pos,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
bottle,yellow,neg,3.373394974914845e-06,0.00017144616867881268,-0.00016807277370389784
flower,yellow,pos,1.0938569175777957e-05,0.0004035864840261638,-0.00039264791485038586
gherkin,yellow,neg,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
photinia,yellow,neg,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
lobster,yellow,neg,1.37479310069466e-06,2.3381964638247155e-05,-2.2007171537552495e-05
cream,yellow,neg,2.6594011615088675e-06,1.0312975973647553e-05,-7.653574812138686e-06
thundercloud,yellow,neg,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
corn,yellow,pos,1.35538277845626e-06,4.495107350521721e-05,-4.359569072676095e-05
lemonade,yellow,pos,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
seaweed,yellow,neg,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
allspice,yellow,neg,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
eucalyptus,yellow,neg,1.227526354341535e-06,3.346578296259395e-06,-2.11905194191786e-06
jade,yellow,neg,2.1635464690916706e-06,1.8863664763557608e-06,2.7717999273590976e-07
night,yellow,neg,1.7148258848465048e-05,0.00011077665112679824,-9.36283922783332e-05
mustard,yellow,pos,5.724260745409993e-07,6.129262146714609e-06,-5.55683607217361e-06
plum,yellow,pos,9.371474902764021e-07,4.849478045798605e-06,-3.912330555522203e-06
cherry,yellow,neg,3.635736447904492e-06,7.641209231223911e-05,-7.277635586433462e-05
spinach,yellow,neg,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
herring,yellow,neg,8.618674200988607e-07,1.9267624793428695e-06,-1.0648950592440087e-06
cannon,yellow,neg,1.3778736729364027e-06,1.7795959138311446e-05,-1.6418085465375043e-05
calf,yellow,neg,5.137032985658152e-06,4.2833446059376e-05,-3.769641307371785e-05
lemon,yellow,pos,1.867070750449784e-06,2.5336817088827956e-06,-6.666109584330115e-07
apple,yellow,pos,1.1148980775033124e-05,3.9819584344513714e-05,-2.867060356948059e-05
lavandula,yellow,neg,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
buttercup,yellow,pos,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
lion,yellow,pos,6.353597200359218e-06,3.9910009945742786e-05,-3.355641274538357e-05
wasp,yellow,pos,2.5026399725902593e-06,1.7855014448286965e-05,-1.5352374475696706e-05
lemongrass,yellow,neg,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
nectarine,yellow,pos,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
giraffe,yellow,pos,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
colocasia,yellow,neg,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
daisy,yellow,pos,2.6804250410350505e-06,1.5523361071245745e-05,-1.2842936030210694e-05
sunbeam,yellow,pos,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
gentianella,yellow,neg,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
corncob,yellow,pos,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
beer,yellow,pos,6.726100309606409e-06,4.8254656576318666e-05,-4.152855626671226e-05
tank,yellow,neg,1.83768461283762e-05,0.0001720785949146375,-0.0001537017487862613
pyramid,yellow,pos,9.312563634011894e-06,5.8016164985019714e-05,-4.870360135100782e-05
hornet,yellow,pos,2.941582408766408e-07,2.780810746116913e-06,-2.486652505240272e-06
pineapple,yellow,pos,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
insect,yellow,neg,1.2304923075134866e-05,0.00023201752628665417,-0.0002197126032115193
milk,yellow,neg,1.4358232874656096e-05,4.374829586595297e-05,-2.9390062991296872e-05
pigweed,yellow,neg,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
yolk,yellow,pos,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
skunk,yellow,neg,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
butter,yellow,pos,1.0257359463139437e-05,5.475007856148295e-05,-4.4492719098343514e-05
kingfisher,yellow,neg,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
sheep,yellow,neg,6.569770448550116e-06,1.9172193788108416e-05,-1.26024233395583e-05
actinidia,yellow,neg,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
cheese,yellow,pos,6.244943051569862e-06,0.00014114845544099808,-0.00013490351238942822
oven,yellow,neg,3.209317185337568e-07,1.1938130228372756e-05,-1.1617198509839e-05
crow,yellow,neg,3.459188917531719e-07,0.00013564097753260285,-0.00013529505864084967
pecan,yellow,neg,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
tomato,yellow,neg,1.2350485576462233e-06,3.022637974936515e-05,-2.8991331191718928e-05
cloak,yellow,neg,1.2754750287058414e-06,3.423108864808455e-05,-3.295561361937871e-05
garlic,yellow,neg,3.050007080673822e-06,1.9489420083118603e-05,-1.643941300244478e-05
mamey,yellow,neg,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
plumeria,yellow,neg,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
vanilla,yellow,neg,5.048418461228721e-05,3.743585466509103e-06,4.6740599145778106e-05
grapefruit,yellow,pos,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
truffle,yellow,neg,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
gorilla,yellow,neg,2.275309270771686e-06,4.700611043517711e-06,-2.4253017727460247e-06
locust,yellow,pos,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
aubergine,yellow,neg,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
lagoon,yellow,neg,2.9531111067626625e-06,4.9660331569612026e-05,-4.6707220462849364e-05
syrup,yellow,neg,1.6042486095102504e-06,7.134602583391825e-06,-5.530353973881574e-06
sun,yellow,pos,2.3521563434769632e-06,0.00022236243239603937,-0.0002200102760525624
jean,yellow,neg,2.382485263296985e-06,1.4355249504660605e-06,9.469603128309245e-07
budgie,yellow,pos,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
guava,yellow,neg,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
football,yellow,neg,1.5523151887464337e-05,3.6675981391454116e-05,-2.115282950398978e-05
ageratina,yellow,neg,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
soursop,yellow,neg,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
carrot,yellow,neg,3.5583357202995103e-06,2.590189296824974e-06,9.681464234745363e-07
vegetable,yellow,neg,6.798133199481526e-06,1.7752920030034147e-05,-1.095478683055262e-05
pawpaw,yellow,neg,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
willow,yellow,neg,1.522166598988406e-06,1.172446627606405e-05,-1.0202299677075644e-05
taxi,yellow,pos,9.679171171228518e-07,1.9123808669974096e-06,-9.444637498745578e-07
sandpaper,yellow,pos,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
pistachio,yellow,neg,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
miner,yellow,neg,5.68963514524512e-07,1.9824561604764313e-05,-1.92555980902398e-05
platanthera,yellow,neg,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
human,yellow,neg,0.003542286576703191,0.00023630120267625898,0.003305985374026932
paint,yellow,pos,1.1629464097495656e-05,2.128549022017978e-05,-9.656026122684125e-06
cider,yellow,pos,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
sunflower,yellow,pos,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
champagne,yellow,pos,2.879265821320587e-06,8.050534233916551e-06,-5.171268412595964e-06
millipede,yellow,neg,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
alligator,yellow,neg,8.674384162077331e-07,1.928483243318624e-06,-1.0610448271108908e-06
peach,yellow,pos,1.378755655423447e-06,3.892780114256311e-06,-2.514024458832864e-06
dandelion,yellow,pos,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
echinocereus,yellow,neg,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
tire,yellow,neg,7.650124871361186e-07,4.4374424760462716e-05,-4.36094122733266e-05
fox,yellow,neg,1.4799030623180442e-06,7.802406616974622e-05,-7.654416310742818e-05
dog,yellow,neg,9.129250429396052e-06,0.00020717474399134517,-0.00019804549356194912
chameleon,yellow,neg,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
chive,yellow,neg,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
goldfish,yellow,pos,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
marigold,yellow,pos,9.39948731684126e-05,1.1757822903746273e-05,8.223705026466632e-05
banana,yellow,pos,1.7246284187422134e-06,1.7896201825351454e-05,-1.617157340660924e-05
