concept,prop_s,label,prob,prob_control,prob_norm
cichlid,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
rockfish,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
barbet,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
whiff,-,neg,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
bullhead,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
dog,-,pos,0.008323637768626213,0.0004117302887607366,0.007911907479865476
wolf,-,pos,0.001204138621687889,0.00022856426949147135,0.0009755743521964177
hippo,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
bluefin,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
livestock,-,neg,4.5015394789515994e-06,1.1223524779779837e-05,-6.721985300828237e-06
fish,-,pos,0.028339633718132973,0.00038020676583983004,0.027959426952293143
rooster,-,neg,1.3068974112684373e-05,2.6389878257759847e-05,-1.3320904145075474e-05
bear,-,pos,0.000594920536968857,0.00025373962125740945,0.0003411809157114476
drum,-,neg,0.00010513120651012287,8.077178063103929e-05,2.4359425879083574e-05
crab,-,pos,0.00012916569539811462,2.475027031323407e-05,0.00010441542508488055
boa,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
basset,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
plaice,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
bonobo,-,neg,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
sawfish,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
octopus,-,pos,8.706133667146787e-05,0.00010345445480197668,-1.639311813050881e-05
stickleback,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
seahorse,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
toy,-,pos,4.592960613081232e-05,0.00020505933207459748,-0.00015912972594378516
stock,-,neg,1.798280209186487e-05,2.395813680777792e-05,-5.97533471591305e-06
retriever,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
bunting,-,neg,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
pug,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
meadowlark,-,neg,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
silverfish,-,neg,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
creeper,-,neg,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
thresher,-,neg,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
gander,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
bat,-,neg,6.468757055699825e-05,7.694280066061765e-05,-1.2255230103619397e-05
cusk,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
flamingo,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
cob,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
bass,-,pos,9.002537990454584e-05,0.000101335252111312,-1.1309872206766158e-05
panther,-,pos,0.00020250698435120285,2.5802699383348227e-05,0.00017670428496785462
pony,-,pos,6.262264651013538e-05,6.565763032995164e-05,-3.0349838198162615e-06
neritidae,-,neg,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
pompon,-,neg,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
fawn,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
squirrel,-,neg,2.382372804277111e-05,1.6173595213331282e-05,7.650132829439826e-06
gunnel,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
fox,-,neg,0.0005393822211772203,0.00031569553539156914,0.0002236866857856512
curassow,-,neg,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
rodent,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
gaur,-,neg,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
cockatoo,-,neg,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
largemouth,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
burbot,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
boar,-,pos,6.138374737929553e-05,6.489021870947909e-06,5.489472550834762e-05
silverside,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
cyprinid,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
haddock,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
goat,-,pos,0.0002511321217752993,9.09146765479818e-05,0.0001602174452273175
reindeer,-,pos,2.1648052097589243e-06,1.0841581570275594e-05,-8.67677636051667e-06
snake,-,pos,0.0017480250680819154,0.0001175554862129502,0.0016304695818689652
leopard,-,pos,0.00032935349736362696,7.461980567313731e-05,0.00025473369169048965
croaker,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
cygnet,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
parakeet,-,neg,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
colobus,-,neg,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
goatfish,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
serpent,-,pos,0.0002544456801842898,6.762686825823039e-05,0.00018681881192605942
anglerfish,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
beaver,-,pos,8.382897794945166e-05,4.376442666398361e-05,4.006455128546804e-05
accentor,-,neg,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
coypu,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
sturgeon,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
runner,-,pos,0.00020130285702180117,4.964906474924646e-05,0.0001516537922725547
shad,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
halfbeak,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
grindle,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
albatross,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
painter,-,pos,0.00019441569747868925,0.00021079783618915826,-1.6382138710469007e-05
seal,-,pos,0.000308853603200987,1.7786900571081787e-05,0.0002910667026299052
darter,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
gnu,-,pos,1.4620004549215082e-06,5.626612255582586e-05,-5.480412210090435e-05
hake,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
roach,-,neg,3.311632463010028e-05,1.612950291018933e-05,1.698682171991095e-05
chicken,-,neg,6.994848081376404e-05,6.162504723761231e-05,8.323433576151729e-06
lynx,-,pos,2.7083444365416653e-05,7.15681244400912e-06,1.9926631921407534e-05
albacore,-,pos,3.354866748850327e-06,3.913741238648072e-05,-3.578254563763039e-05
bay,-,pos,0.00031971881981007755,0.00021664975793100893,0.00010306906187906861
trout,-,pos,0.00027569185476750135,1.3465281881508417e-05,0.00026222657288599294
